,true_step1,pred_step1
202,308.0,517.0801
203,299.0,480.89014
204,699.0,447.7623
205,407.0,577.5021
206,1191.0,560.9847
207,457.0,757.04333
208,1199.0,618.95905
209,1110.0,759.22626
210,1076.0,819.66974
211,1119.0,855.37164
212,773.0,873.6478
213,1127.0,758.9529
214,826.0,815.2073
215,426.0,812.49445
216,564.0,682.85486
217,644.0,663.428
218,345.0,758.05176
219,426.0,681.87866
220,366.0,682.091
221,350.0,627.1287
222,551.0,602.3013
223,491.0,663.7821
224,458.0,657.9222
225,417.0,611.1489
226,488.0,521.80664
227,484.0,537.7249
228,537.0,514.883
229,482.0,592.4228
230,427.0,560.6206
231,457.0,490.04364
232,417.0,521.67346
233,1013.0,494.68817
234,1013.0,665.8293
235,693.0,729.20953
236,371.0,617.42163
237,328.0,479.69177
238,303.0,427.48483
239,351.0,395.88528
240,291.0,448.52917
241,278.0,403.23087
242,263.0,355.61212
243,403.0,362.61295
244,271.0,402.58667
245,293.0,336.55865
246,337.0,333.89157
247,294.0,348.28784
248,298.0,313.39392
249,288.0,311.68353
250,300.0,290.94418
251,359.0,286.71094
252,435.0,316.51892
253,362.0,356.18262
254,242.0,317.32928
255,190.0,231.252
256,171.0,196.15881
257,180.0,197.65521
258,156.0,200.30128
259,128.0,156.60234
260,110.0,113.42863
261,90.0,101.11347
262,89.0,94.01819
263,106.0,88.53786
264,113.0,101.81535
265,192.0,94.98255
266,175.0,169.35722
267,154.0,141.65646
268,92.0,119.89108
269,66.0,66.2116
270,72.0,15.220099
271,72.0,86.188576
272,79.0,87.83423
273,94.0,83.60617
274,100.0,125.082985
275,117.0,165.2946
276,135.0,219.67856
277,158.0,235.15353
278,167.0,206.7043
279,185.0,202.0297
280,193.0,201.25255
281,194.0,203.92238
282,207.0,208.74446
283,206.0,216.71135
284,221.0,213.55063
285,236.0,229.14018
286,201.0,243.29704
287,175.0,246.07808
288,145.0,236.28929
289,121.0,220.4073
290,124.0,205.25075
291,148.0,178.54709
292,140.0,178.66013
293,158.0,180.56525
294,176.0,191.59987
295,142.0,205.86063
296,149.0,190.56897
297,149.0,191.91432
298,151.0,193.09091
299,167.0,200.7762
300,138.0,216.2897
301,145.0,201.86238
302,182.0,193.38261
303,187.0,213.87679
304,302.0,231.7656
305,940.0,312.3466
306,364.0,622.78406
307,337.0,499.4727
308,299.0,427.50287
309,316.0,376.0704
310,211.0,399.86588
311,179.0,384.09573
312,164.0,332.64294
313,154.0,263.398
314,157.0,229.42917
315,184.0,214.55875
316,233.0,223.58797
317,335.0,294.78986
318,417.0,374.616
319,361.0,460.01593
320,353.0,460.73257
321,334.0,442.37384
322,933.0,407.70248
323,962.0,679.1357
324,1053.0,846.09717
325,1018.0,876.25006
326,915.0,822.83484
327,947.0,726.2476
328,918.0,751.26013
329,998.0,798.0617
330,998.0,828.1379
331,951.0,813.0855
332,959.0,812.48004
333,923.0,835.21027
334,970.0,864.5826
335,538.0,899.47675
336,1000.0,792.6011
337,633.0,876.4605
338,335.0,841.7134
339,326.0,684.4495
340,282.0,593.8007
341,341.0,544.5226
342,295.0,577.83246
343,278.0,590.0153
344,941.0,504.6142
345,959.0,681.1807
346,885.0,818.9371
347,445.0,769.54926
348,274.0,568.2503
349,296.0,455.94363
350,215.0,427.74197
351,153.0,414.50192
352,216.0,358.85046
353,179.0,309.48782
354,161.0,288.07446
355,198.0,282.51993
356,208.0,273.86313
357,221.0,293.57733
358,205.0,279.80753
359,218.0,260.2228
360,206.0,281.19626
361,355.0,253.05
362,181.0,340.93762
363,319.0,265.08936
364,514.0,308.7995
365,155.0,441.17346
366,178.0,233.72539
367,144.0,191.35318
368,126.0,175.39537
369,129.0,166.42899
370,101.0,167.1401
371,80.0,116.25376
372,62.0,76.18691
373,52.0,82.48634
374,46.0,52.77293
375,39.0,46.009224
376,31.0,64.69256
377,27.0,48.95103
378,19.0,29.806917
379,20.0,21.891726
380,22.0,22.748056
381,17.0,11.0203085
382,14.0,4.9904194
383,11.0,2.0
384,7.0,2.0
385,5.0,2.0
386,3.0,2.0
387,2.0,2.0
388,2.0,2.0
389,75.0,2.0
390,88.0,52.88169
391,98.0,75.71607
392,117.0,92.43684
393,111.0,126.28692
394,88.0,140.2273
395,92.0,150.16986
396,122.0,164.86092
397,191.0,171.9694
398,222.0,213.3927
399,214.0,224.95444
400,367.0,210.21141
401,369.0,314.69208
402,356.0,314.7499
403,489.0,314.78815
404,494.0,394.29974
405,542.0,408.13687
406,506.0,457.571
407,479.0,450.64648
408,547.0,423.73602
409,590.0,490.16174
410,442.0,523.9245
411,644.0,448.45
412,596.0,552.4829
413,592.0,561.61615
414,658.0,574.7471
415,659.0,604.7734
416,543.0,594.15906
417,682.0,575.3947
418,767.0,630.15295
419,450.0,654.3782
420,449.0,565.0326
421,508.0,563.93195
422,464.0,563.7245
423,736.0,584.71783
424,684.0,688.9529
425,675.0,679.0915
426,467.0,675.7082
427,493.0,619.5534
428,443.0,598.9605
429,554.0,571.2054
430,517.0,612.35974
431,447.0,617.75995
432,894.0,581.0703
433,789.0,706.07825
434,836.0,751.4783
435,893.0,766.7745
436,874.0,768.63684
437,308.0,777.8243
438,407.0,581.51416
439,898.0,545.79346
440,913.0,693.6989
441,959.0,836.86273
442,866.0,871.35254
443,486.0,799.4162
444,473.0,664.2508
445,378.0,635.5851
446,356.0,598.41754
447,296.0,565.74866
448,290.0,533.88635
449,289.0,484.49448
450,331.0,465.37897
451,477.0,491.02826
452,873.0,562.89276
453,1034.0,730.51666
454,998.0,819.90247
455,577.0,804.8245
456,946.0,628.8369
457,343.0,698.5556
458,524.0,567.9733
459,894.0,627.27905
460,869.0,758.1085
461,865.0,778.14386
462,310.0,777.94165
463,725.0,562.309
464,329.0,618.1082
465,253.0,564.6984
466,800.0,514.8483
467,860.0,633.0306
468,293.0,742.15546
469,273.0,553.38354
470,274.0,460.44348
471,819.0,417.83362
472,767.0,644.3888
473,744.0,755.30817
474,744.0,661.4816
475,731.0,605.15015
476,706.0,619.89777
477,682.0,637.8981
478,670.0,616.6093
479,639.0,659.71375
480,433.0,629.0863
481,566.0,507.28183
482,180.0,560.3116
483,609.0,379.17422
484,591.0,545.26794
485,524.0,576.3597
486,551.0,548.5255
487,544.0,568.2028
488,542.0,497.4507
489,531.0,478.44632
490,477.0,517.1987
491,510.0,470.4309
492,492.0,470.77527
493,479.0,455.09732
494,459.0,432.79355
495,439.0,436.2114
496,422.0,426.66177
497,411.0,419.72955
498,382.0,397.11844
499,347.0,374.1067
500,317.0,343.17657
501,308.0,314.52972
502,301.0,299.32397
503,275.0,275.06174
504,246.0,263.08957
505,217.0,223.26834
506,205.0,196.89558
507,127.0,216.10027
508,114.0,124.15083
509,50.0,132.09235
510,64.0,3.5249925
511,78.0,122.19257
512,77.0,156.99066
513,87.0,137.95264
514,82.0,183.36577
515,94.0,203.53564
516,110.0,244.87088
517,108.0,270.5044
518,115.0,213.59807
519,130.0,190.77628
520,111.0,202.126
521,110.0,167.57178
522,112.0,164.635
523,103.0,165.06396
524,88.0,160.72292
525,91.0,161.04147
526,109.0,152.09566
527,102.0,169.31378
528,89.0,176.00075
529,87.0,146.86928
530,85.0,139.98027
531,90.0,115.39386
532,99.0,99.08578
533,108.0,105.23538
534,112.0,113.66059
535,114.0,119.53527
536,120.0,120.188866
537,131.0,122.76034
538,147.0,133.59995
539,161.0,152.12889
540,164.0,169.68628
541,178.0,177.79683
542,176.0,190.78676
543,170.0,192.56996
544,163.0,188.89429
545,156.0,183.3575
546,164.0,178.58717
547,155.0,179.44351
548,163.0,176.61444
549,173.0,175.35504
550,180.0,182.83527
551,187.0,191.77028
552,188.0,200.01625
553,167.0,206.65393
554,163.0,192.31937
555,153.0,180.12605
556,138.0,169.3421
557,138.0,160.58875
558,148.0,157.6955
559,150.0,166.51448
560,146.0,171.48447
561,153.0,166.41899
562,148.0,163.77335
563,136.0,158.87404
564,126.0,150.99275
565,121.0,144.33049
566,137.0,141.55177
567,136.0,152.25449
568,149.0,160.4057
569,167.0,167.58087
570,181.0,183.5582
571,168.0,202.38896
572,140.0,197.80656
573,126.0,171.25319
574,125.0,143.60037
575,132.0,138.61723
576,157.0,155.84451
577,171.0,187.06325
578,161.0,203.29031
579,159.0,192.9897
580,168.0,178.0312
581,247.0,180.84323
582,259.0,253.30421
583,236.0,311.35864
584,226.0,302.97955
585,252.0,262.79477
586,243.0,261.80463
587,205.0,275.506
588,174.0,264.51816
589,180.0,233.64236
590,175.0,215.43425
591,169.0,203.6484
592,153.0,195.53093
593,154.0,176.82266
594,136.0,168.05875
595,186.0,154.62773
596,189.0,190.24303
597,172.0,228.59126
598,166.0,226.46097
599,141.0,205.20872
600,163.0,182.1765
601,179.0,199.83339
602,136.0,233.88153
603,109.0,214.00592
604,91.0,167.65118
605,92.0,127.488525
606,103.0,113.4503
607,119.0,123.06209
608,121.0,143.0806
609,122.0,152.18358
610,111.0,153.89613
611,93.0,143.03209
612,81.0,124.2351
613,96.0,112.47127
614,82.0,127.35931
615,66.0,122.9793
616,73.0,108.412895
617,84.0,98.339424
618,100.0,94.97186
619,77.0,111.52059
620,89.0,98.46175
621,83.0,110.54513
622,81.0,108.41241
623,52.0,100.99259
624,37.0,65.72532
625,40.0,48.044792
626,22.0,48.83663
627,18.0,24.07498
628,9.0,13.652407
629,33.0,2.0
630,33.0,28.632887
631,34.0,31.657312
632,36.0,38.755577
633,50.0,51.316566
634,58.0,82.815926
635,74.0,98.92857
636,93.0,115.6901
637,89.0,132.99176
638,76.0,130.75427
639,60.0,115.96759
640,45.0,91.68467
641,43.0,78.243385
642,46.0,70.15504
643,57.0,65.71353
644,68.0,67.46009
645,77.0,83.87576
646,76.0,92.00437
647,79.0,89.23419
648,77.0,85.9817
649,62.0,84.80777
650,47.0,72.286
651,46.0,52.89968
652,47.0,42.694435
653,43.0,39.239773
654,58.0,30.128664
655,72.0,34.344597
656,76.0,49.99603
657,89.0,57.62296
658,73.0,64.810326
659,57.0,55.064964
660,51.0,33.463356
661,59.0,15.373067
662,71.0,18.483946
663,72.0,38.478287
664,68.0,51.735676
665,66.0,48.088535
666,79.0,39.377705
667,77.0,46.980644
668,74.0,59.01424
669,82.0,69.38922
670,73.0,79.08144
671,87.0,76.56904
672,117.0,83.57058
673,122.0,111.27747
674,110.0,133.21524
675,116.0,130.56345
676,97.0,125.251945
677,83.0,112.42921
678,67.0,95.245476
679,80.0,76.08256
680,121.0,77.78425
681,103.0,112.26939
682,123.0,123.48653
683,142.0,126.45473
684,160.0,136.10802
685,163.0,157.64676
686,134.0,172.95757
687,103.0,166.92998
688,89.0,134.97467
689,117.0,100.56731
690,108.0,111.402664
691,104.0,123.37947
692,115.0,122.528015
693,122.0,116.44863
694,124.0,116.73291
695,111.0,121.45782
696,81.0,116.46479
697,111.0,86.68526
698,100.0,90.767044
699,90.0,103.28808
700,109.0,98.80918
701,99.0,102.65181
702,185.0,90.39083
703,164.0,144.01663
704,146.0,173.80177
705,182.0,160.7892
706,163.0,154.19736
707,144.0,149.37256
708,125.0,139.20364
709,109.0,123.492195
710,129.0,113.71049
711,166.0,112.18702
712,129.0,147.29938
713,122.0,142.87921
714,98.0,117.9186
715,86.0,82.39739
716,78.0,62.30404
717,74.0,59.304977
718,65.0,72.29594
719,47.0,56.858353
720,40.0,27.853004
721,40.0,15.371605
722,50.0,10.135965
723,46.0,32.21097
724,43.0,36.072258
725,39.0,30.83505
726,47.0,28.92235
727,44.0,29.825386
728,38.0,26.22191
729,36.0,27.821756
730,45.0,31.96618
731,51.0,48.70777
732,65.0,65.57238
733,82.0,79.45614
734,85.0,104.849304
735,80.0,119.6697
736,74.0,123.85837
737,66.0,121.651024
738,74.0,116.16742
739,74.0,123.215706
740,70.0,126.36326
741,62.0,118.948296
742,52.0,106.05697
743,39.0,86.21064
744,36.0,62.921154
745,27.0,55.08901
746,18.0,39.976303
747,18.0,24.386303
748,18.0,18.820774
749,112.0,13.862977
750,139.0,148.71661
751,177.0,157.52612
752,137.0,185.8795
753,128.0,152.01361
754,116.0,170.26033
755,106.0,175.5736
756,108.0,158.88042
757,122.0,143.00754
758,127.0,158.2123
759,127.0,173.34055
760,148.0,183.32356
761,195.0,206.15001
762,204.0,235.77785
763,212.0,248.79582
764,245.0,239.85999
765,253.0,259.49368
766,680.0,275.40488
767,255.0,470.65295
768,330.0,263.74094
769,396.0,332.79822
770,402.0,380.5179
771,558.0,397.5207
772,334.0,502.08774
773,254.0,392.22433
774,248.0,345.6453
775,270.0,362.03085
776,309.0,334.70853
777,532.0,345.66183
778,305.0,475.8533
779,287.0,393.08853
780,338.0,377.57422
781,367.0,383.90253
782,564.0,411.64008
783,381.0,521.3607
784,384.0,452.819
785,392.0,425.4767
786,288.0,441.96167
787,247.0,393.4429
788,272.0,354.94287
789,212.0,366.46164
790,175.0,319.53592
791,174.0,280.29416
792,180.0,249.61137
793,182.0,230.77248
794,231.0,233.85345
795,253.0,255.28352
796,552.0,285.45584
797,328.0,465.4028
798,278.0,448.1649
799,301.0,348.12463
