,true_step1,true_step2,true_step3,true_step4,true_step5,true_step6,pred_step1,pred_step2,pred_step3,pred_step4,pred_step5,pred_step6
249,288.0,300.0,359.0,435.0,362.0,242.0,278.6038,239.13837,212.40111,214.7691,180.95789,160.96625
250,300.0,359.0,435.0,362.0,242.0,190.0,249.38821,216.5369,199.47197,208.07439,177.11476,134.58125
251,359.0,435.0,362.0,242.0,190.0,171.0,242.051,213.12494,190.59248,209.23056,145.0119,115.505775
252,435.0,362.0,242.0,190.0,171.0,180.0,272.106,236.57234,211.81041,203.11185,142.65475,143.05574
253,362.0,242.0,190.0,171.0,180.0,156.0,308.68494,271.26163,215.6773,199.76074,169.3367,172.60735
254,242.0,190.0,171.0,180.0,156.0,128.0,297.14633,233.0478,190.59315,205.5287,186.34413,159.96843
255,190.0,171.0,180.0,156.0,128.0,110.0,207.90334,160.01585,173.26236,208.31976,169.92738,129.93486
256,171.0,180.0,156.0,128.0,110.0,90.0,148.5535,147.00687,174.15358,189.9057,144.26465,120.40207
257,180.0,156.0,128.0,110.0,90.0,89.0,142.94289,157.64546,159.61267,164.44714,120.87806,99.67074
258,156.0,128.0,110.0,90.0,89.0,106.0,151.95506,153.34216,139.5319,145.42445,111.4148,82.93553
259,128.0,110.0,90.0,89.0,106.0,113.0,133.2508,122.15336,122.230125,133.68048,98.043564,79.05463
260,110.0,90.0,89.0,106.0,113.0,192.0,97.20645,92.50611,105.384026,117.473114,85.021996,64.36237
261,90.0,89.0,106.0,113.0,192.0,175.0,72.58066,77.480606,94.764694,111.309845,65.8616,60.8583
262,89.0,106.0,113.0,192.0,175.0,154.0,64.65591,73.047806,94.74645,102.80305,66.70391,70.262245
263,106.0,113.0,192.0,175.0,154.0,92.0,69.78269,84.756355,94.61343,113.77216,78.2008,76.53353
264,113.0,192.0,175.0,154.0,92.0,66.0,96.14952,100.88436,114.44323,138.20815,88.0911,90.49217
265,192.0,175.0,154.0,92.0,66.0,72.0,107.24851,117.448814,132.51918,150.69983,97.87301,95.38192
266,175.0,154.0,92.0,66.0,72.0,72.0,174.46707,171.29948,169.29805,181.60503,118.80895,110.276146
267,154.0,92.0,66.0,72.0,72.0,79.0,202.97011,184.3262,183.9816,192.01437,126.72639,118.539795
268,92.0,66.0,72.0,72.0,79.0,94.0,199.26111,180.50365,177.37073,189.67186,127.23493,114.853325
269,66.0,72.0,72.0,79.0,94.0,100.0,157.42184,152.38866,158.28786,176.06416,112.91714,97.735756
270,72.0,72.0,79.0,94.0,100.0,117.0,122.473175,128.5464,134.8708,165.08908,99.52633,120.27989
271,72.0,79.0,94.0,100.0,117.0,135.0,132.54367,144.51749,141.08531,179.61147,138.60439,171.76196
272,79.0,94.0,100.0,117.0,135.0,158.0,140.67085,149.74165,150.9341,210.39963,188.1374,206.51369
273,94.0,100.0,117.0,135.0,158.0,167.0,139.74545,154.29944,188.11592,247.33102,225.67296,223.5431
274,100.0,117.0,135.0,158.0,167.0,185.0,144.61792,190.23688,244.8801,283.9507,247.76566,232.02524
275,117.0,135.0,158.0,167.0,185.0,193.0,173.21674,232.69908,284.34433,302.8078,253.02565,229.18211
276,135.0,158.0,167.0,185.0,193.0,194.0,221.03963,268.6734,300.9567,315.009,259.42798,237.39798
277,158.0,167.0,185.0,193.0,194.0,207.0,249.97768,280.35974,294.36966,304.67807,260.13074,237.36961
278,167.0,185.0,193.0,194.0,207.0,206.0,245.85233,273.79868,277.0168,295.37418,258.85687,244.55167
279,185.0,193.0,194.0,207.0,206.0,221.0,236.67616,260.83936,268.52875,290.25055,270.73016,248.95087
280,193.0,194.0,207.0,206.0,221.0,236.0,233.09653,272.60672,275.8061,303.67157,286.31686,268.40427
281,194.0,207.0,206.0,221.0,236.0,201.0,246.97139,287.3009,301.6713,319.78278,305.8327,294.87808
282,207.0,206.0,221.0,236.0,201.0,175.0,250.66307,299.639,311.2525,327.66483,316.28864,300.4963
283,206.0,221.0,236.0,201.0,175.0,145.0,265.4937,317.5315,323.97845,335.99985,321.75754,298.41663
284,221.0,236.0,201.0,175.0,145.0,121.0,273.16785,323.9663,335.13226,332.07596,314.33908,299.73734
285,236.0,201.0,175.0,145.0,121.0,124.0,289.71185,344.71747,343.82196,330.0431,326.00253,306.27032
286,201.0,175.0,145.0,121.0,124.0,148.0,308.6827,357.08176,348.23495,340.70227,339.8952,313.12726
287,175.0,145.0,121.0,124.0,148.0,140.0,303.62646,339.4009,345.3704,345.1974,341.68338,315.1171
288,145.0,121.0,124.0,148.0,140.0,158.0,278.91046,328.33243,343.3498,345.9042,343.29977,333.42242
289,121.0,124.0,148.0,140.0,158.0,176.0,265.36832,331.37134,348.24738,345.9709,357.21707,353.77377
290,124.0,148.0,140.0,158.0,176.0,142.0,254.25177,311.70917,335.14905,350.0032,363.53024,335.3506
291,148.0,140.0,158.0,176.0,142.0,149.0,228.38301,285.7469,327.2441,345.32153,333.51947,298.1144
292,140.0,158.0,176.0,142.0,149.0,149.0,217.85747,276.18738,314.98004,299.86307,290.6989,265.832
293,158.0,176.0,142.0,149.0,149.0,151.0,205.8734,237.19987,246.0691,228.16805,236.89317,226.95403
294,176.0,142.0,149.0,149.0,151.0,167.0,215.00534,246.03865,254.9556,240.32266,249.77351,240.07867
295,142.0,149.0,149.0,151.0,167.0,138.0,230.5433,264.5119,272.19278,259.10742,267.39673,257.18765
296,149.0,149.0,151.0,167.0,138.0,145.0,218.91136,254.89438,265.2069,258.4856,267.06525,258.45825
297,149.0,151.0,167.0,138.0,145.0,182.0,221.35965,259.16843,268.83167,264.23462,272.394,263.06284
298,151.0,167.0,138.0,145.0,182.0,187.0,222.66644,261.33078,270.23456,267.6572,273.51935,268.50174
299,167.0,138.0,145.0,182.0,187.0,302.0,226.96733,265.7965,273.8864,270.50464,279.02856,272.83185
300,138.0,145.0,182.0,187.0,302.0,940.0,238.7911,275.72256,280.56128,281.02588,287.87857,283.05188
301,145.0,182.0,187.0,302.0,940.0,364.0,224.04031,259.1258,270.31213,273.91006,282.29843,284.18506
302,182.0,187.0,302.0,940.0,364.0,337.0,216.86658,255.80391,267.38535,272.25674,285.10303,282.79578
303,187.0,302.0,940.0,364.0,337.0,299.0,238.50096,275.46936,283.7177,289.32492,296.61633,294.45288
304,302.0,940.0,364.0,337.0,299.0,316.0,251.43402,288.14383,296.67444,299.88388,306.0298,307.9575
305,940.0,364.0,337.0,299.0,316.0,211.0,321.89178,357.52158,351.00687,346.45712,354.30136,353.49573
306,364.0,337.0,299.0,316.0,211.0,179.0,628.7618,633.2273,571.3863,521.9608,512.3634,516.00116
307,337.0,299.0,316.0,211.0,179.0,164.0,517.3703,509.04474,467.31934,474.88895,500.61823,505.47382
308,299.0,316.0,211.0,179.0,164.0,154.0,421.44794,429.8267,437.8358,469.80063,495.43298,473.68033
309,316.0,211.0,179.0,164.0,154.0,157.0,361.76666,409.4286,447.29266,474.17664,462.79083,446.24445
310,211.0,179.0,164.0,154.0,157.0,184.0,383.138,449.64636,474.5084,465.3006,453.35278,446.61072
311,179.0,164.0,154.0,157.0,184.0,233.0,363.02667,422.40338,419.8697,419.80597,424.8748,408.63342
312,164.0,154.0,157.0,184.0,233.0,335.0,325.08395,359.65427,374.03003,387.7251,381.29895,402.0081
313,154.0,157.0,184.0,233.0,335.0,417.0,262.48328,308.4475,336.8804,341.77438,377.22955,389.26227
314,157.0,184.0,233.0,335.0,417.0,361.0,231.33911,283.65787,300.8069,336.4095,371.60718,371.96954
315,184.0,233.0,335.0,417.0,361.0,353.0,222.43365,260.8814,307.7737,339.4832,365.72943,366.92685
316,233.0,335.0,417.0,361.0,353.0,334.0,220.31424,292.23526,328.67767,348.86093,380.78833,392.897
317,335.0,417.0,361.0,353.0,334.0,933.0,283.31445,342.7794,371.76968,392.30594,434.96906,427.44885
318,417.0,361.0,353.0,334.0,933.0,962.0,367.79892,419.1688,441.9841,475.90726,494.11996,517.9213
319,361.0,353.0,334.0,933.0,962.0,1053.0,445.2285,499.59302,528.8688,546.48596,587.1233,609.3394
320,353.0,334.0,933.0,962.0,1053.0,1018.0,444.9378,522.8661,541.63586,603.5336,640.2502,657.5685
321,334.0,933.0,962.0,1053.0,1018.0,915.0,451.41483,520.5108,580.4717,643.25104,672.94775,667.68054
322,933.0,962.0,1053.0,1018.0,915.0,947.0,434.54044,541.6616,611.9616,667.6272,675.5255,588.3144
323,962.0,1053.0,1018.0,915.0,947.0,918.0,684.1383,750.5067,758.5941,736.5234,641.8587,567.8132
324,1053.0,1018.0,915.0,947.0,918.0,998.0,771.473,779.30524,718.48474,619.5782,545.5293,475.7375
325,1018.0,915.0,947.0,918.0,998.0,998.0,795.6958,739.59607,604.4408,525.64276,460.71487,375.10822
326,915.0,947.0,918.0,998.0,998.0,951.0,756.7478,627.79083,516.86316,444.58868,372.32428,306.86734
327,947.0,918.0,998.0,998.0,951.0,959.0,645.231,551.0145,460.67697,380.57837,328.36774,283.39478
328,918.0,998.0,998.0,951.0,959.0,923.0,622.8193,554.3539,440.04233,368.73645,344.83664,328.60498
329,998.0,998.0,951.0,959.0,923.0,970.0,619.8816,539.56244,424.29333,392.8041,403.89203,429.17554
330,998.0,951.0,959.0,923.0,970.0,538.0,622.8087,542.35394,459.44852,457.99603,523.86395,587.7544
331,951.0,959.0,923.0,970.0,538.0,1000.0,625.6809,569.1207,523.741,559.45807,652.4575,719.5822
332,959.0,923.0,970.0,538.0,1000.0,633.0,636.9208,613.75775,620.0968,677.4199,783.1771,826.55347
333,923.0,970.0,538.0,1000.0,633.0,335.0,673.1301,701.6045,730.1998,794.6371,885.2509,913.4992
334,970.0,538.0,1000.0,633.0,335.0,326.0,731.5686,788.47003,819.5753,878.08124,956.8093,939.572
335,538.0,1000.0,633.0,335.0,326.0,282.0,804.01855,858.36816,874.711,928.52814,953.8393,918.2566
336,1000.0,633.0,335.0,326.0,282.0,341.0,738.1118,803.96094,846.04205,890.9995,902.207,865.5817
337,633.0,335.0,326.0,282.0,341.0,295.0,830.32526,887.98083,881.9081,875.2891,849.9238,828.0523
338,335.0,326.0,282.0,341.0,295.0,278.0,783.6114,832.36084,806.26874,804.07263,798.8404,789.19147
339,326.0,282.0,341.0,295.0,278.0,941.0,649.5408,689.2568,707.07605,738.29034,754.6534,705.1498
340,282.0,341.0,295.0,278.0,941.0,959.0,562.7087,622.6514,673.7383,710.64044,664.37225,619.77325
341,341.0,295.0,278.0,941.0,959.0,885.0,506.52032,604.1639,654.19037,634.9946,586.5334,557.3719
342,295.0,278.0,941.0,959.0,885.0,445.0,533.02997,622.52875,615.65594,578.55176,543.44446,501.2607
343,278.0,941.0,959.0,885.0,445.0,274.0,526.3772,552.89886,542.8967,526.5617,480.06006,446.05243
344,941.0,959.0,885.0,445.0,274.0,296.0,450.80814,473.50687,495.6766,468.14856,430.03555,415.55835
345,959.0,885.0,445.0,274.0,296.0,215.0,658.39685,667.4663,613.6494,529.34894,491.22507,474.97083
346,885.0,445.0,274.0,296.0,215.0,153.0,758.3748,696.04944,581.41534,535.5091,498.22675,498.28677
347,445.0,274.0,296.0,215.0,153.0,216.0,724.26984,623.94336,545.24304,533.3434,522.7664,526.1687
348,274.0,296.0,215.0,153.0,216.0,179.0,535.15314,502.03232,485.41794,542.88556,552.67474,537.6023
349,296.0,215.0,153.0,216.0,179.0,161.0,396.9342,431.56976,478.61618,561.7385,544.5157,533.3067
350,215.0,153.0,216.0,179.0,161.0,198.0,359.35486,455.55237,502.2076,548.55176,536.43494,536.1096
351,153.0,216.0,179.0,161.0,198.0,208.0,352.16382,446.09756,465.70947,514.4191,512.572,508.57947
352,216.0,179.0,161.0,198.0,208.0,221.0,332.926,379.3673,419.85712,470.76596,473.37012,491.25647
353,179.0,161.0,198.0,208.0,221.0,205.0,318.9194,368.62073,408.65155,449.18857,458.67157,431.73978
354,161.0,198.0,208.0,221.0,205.0,218.0,287.58197,338.6926,369.28918,426.77527,401.81046,373.3015
355,198.0,208.0,221.0,205.0,218.0,206.0,260.8934,294.82697,349.3905,366.61792,356.7917,356.5888
356,208.0,221.0,205.0,218.0,206.0,355.0,240.61998,299.95465,308.64758,328.0694,345.1631,322.39246
357,221.0,205.0,218.0,206.0,355.0,181.0,257.90677,267.28937,273.7429,327.38306,321.05255,285.6639
358,205.0,218.0,206.0,355.0,181.0,319.0,229.7414,234.67596,274.12906,314.66278,297.4461,263.8996
359,218.0,206.0,355.0,181.0,319.0,514.0,212.05498,251.84697,263.3683,293.16818,279.5499,264.8913
360,206.0,355.0,181.0,319.0,514.0,155.0,243.08357,245.30753,258.34253,292.46817,283.68695,253.0365
361,355.0,181.0,319.0,514.0,155.0,178.0,218.7842,232.81433,247.18944,286.59335,287.4313,198.96379
362,181.0,319.0,514.0,155.0,178.0,144.0,276.3733,269.76883,269.90622,305.60223,231.39398,157.80788
363,319.0,514.0,155.0,178.0,144.0,126.0,225.19902,223.28801,234.69882,226.93147,168.35028,127.1958
364,514.0,155.0,178.0,144.0,126.0,129.0,254.2237,252.94548,207.31361,196.90698,162.62372,125.67379
365,155.0,178.0,144.0,126.0,129.0,101.0,339.94168,275.17792,213.39293,203.41872,166.75644,135.75536
366,178.0,144.0,126.0,129.0,101.0,80.0,198.78893,155.20477,135.8419,160.2097,144.03737,89.188614
367,144.0,126.0,129.0,101.0,80.0,62.0,144.22087,121.43056,131.69638,162.90402,127.25669,83.292534
368,126.0,129.0,101.0,80.0,62.0,52.0,110.61352,125.29477,136.80553,141.68463,108.02997,96.04437
369,129.0,101.0,80.0,62.0,52.0,46.0,91.26712,116.22499,101.77037,116.44232,119.36484,93.25787
370,101.0,80.0,62.0,52.0,46.0,39.0,90.0449,90.81774,99.541725,145.27255,134.39607,104.995255
371,80.0,62.0,52.0,46.0,39.0,31.0,63.377098,82.29097,132.16878,161.5761,145.28656,151.83682
372,62.0,52.0,46.0,39.0,31.0,27.0,48.32446,96.05992,136.53336,164.99583,165.61691,168.73056
373,52.0,46.0,39.0,31.0,27.0,19.0,55.214878,93.559944,135.97978,183.61606,175.66142,160.43861
374,46.0,39.0,31.0,27.0,19.0,20.0,49.56053,89.13728,150.73358,193.96826,167.56927,163.98338
375,39.0,31.0,27.0,19.0,20.0,22.0,46.414764,106.45801,161.71016,190.82863,165.22594,162.72481
376,31.0,27.0,19.0,20.0,22.0,17.0,68.69826,121.62281,154.2817,192.46518,160.40826,142.51224
377,27.0,19.0,20.0,22.0,17.0,14.0,75.844826,111.86398,153.34067,191.90045,140.57301,128.33139
378,19.0,20.0,22.0,17.0,14.0,11.0,64.92754,108.79092,152.30272,172.2388,124.74366,101.52924
379,20.0,22.0,17.0,14.0,11.0,7.0,69.89096,107.80187,134.52788,160.81004,95.371735,94.927795
380,22.0,17.0,14.0,11.0,7.0,5.0,69.989685,95.45068,128.50816,138.36066,91.71704,85.92953
381,17.0,14.0,11.0,7.0,5.0,3.0,57.160023,89.074295,105.53357,130.83855,80.434975,53.870453
382,14.0,11.0,7.0,5.0,3.0,2.0,53.695175,66.15399,97.92996,122.07017,43.648365,58.29746
383,11.0,7.0,5.0,3.0,2.0,2.0,27.112707,55.06603,85.618744,87.61832,48.047195,60.212612
384,7.0,5.0,3.0,2.0,2.0,75.0,20.825577,43.886494,54.526974,87.695335,53.133667,51.798626
385,5.0,3.0,2.0,2.0,75.0,88.0,12.219464,12.803079,60.423042,94.47269,53.149345,60.8638
386,3.0,2.0,2.0,75.0,88.0,98.0,2.0,11.645032,64.55836,91.90158,65.283325,70.6855
387,2.0,2.0,75.0,88.0,98.0,117.0,2.0,25.285246,74.742516,108.27588,83.59408,85.7644
388,2.0,75.0,88.0,98.0,117.0,111.0,2.0,22.18259,84.119156,121.8455,92.967636,95.281784
389,75.0,88.0,98.0,117.0,111.0,88.0,2.0,34.689465,94.63405,131.086,101.86465,105.413475
390,88.0,98.0,117.0,111.0,88.0,92.0,67.6311,95.38235,141.99295,174.98921,139.45297,160.8665
391,98.0,117.0,111.0,88.0,92.0,122.0,109.239296,132.37816,169.11853,206.4694,189.14642,205.6246
392,117.0,111.0,88.0,92.0,122.0,191.0,132.18515,153.68922,192.0738,245.61443,231.72256,228.97581
393,111.0,88.0,92.0,122.0,191.0,222.0,150.96478,182.53539,236.67108,279.6207,259.9878,251.56436
394,88.0,92.0,122.0,191.0,222.0,214.0,154.61305,211.05771,263.3053,291.06955,267.66107,250.1262
395,92.0,122.0,191.0,222.0,214.0,367.0,154.69197,214.1989,256.5207,282.97253,253.46729,217.67995
396,122.0,191.0,222.0,214.0,367.0,369.0,164.97192,217.44748,254.12587,275.72598,235.67729,199.02007
397,191.0,222.0,214.0,367.0,369.0,356.0,189.28244,240.18228,263.5966,267.30154,236.89807,194.25526
398,222.0,214.0,367.0,369.0,356.0,489.0,237.03217,282.6032,287.81537,287.84207,260.37073,211.09396
399,214.0,367.0,369.0,356.0,489.0,494.0,263.02347,292.95996,297.9084,294.9436,273.4103,222.92436
400,367.0,369.0,356.0,489.0,494.0,542.0,253.07166,294.62762,296.97385,293.52814,275.19357,237.63127
401,369.0,356.0,489.0,494.0,542.0,506.0,342.55692,366.40057,354.60394,337.39087,317.22894,291.5589
402,356.0,489.0,494.0,542.0,506.0,479.0,368.49957,383.50134,365.49887,352.21918,337.9178,319.64218
403,489.0,494.0,542.0,506.0,479.0,547.0,366.12933,383.9975,371.7916,365.05234,355.16354,321.27814
404,494.0,542.0,506.0,479.0,547.0,590.0,417.83618,431.973,426.43802,403.7852,377.49088,360.5809
405,542.0,506.0,479.0,547.0,590.0,442.0,438.19836,466.228,455.13254,413.3204,408.24155,395.7649
406,506.0,479.0,547.0,590.0,442.0,644.0,467.11835,497.97284,472.49692,441.17526,445.82755,408.18912
407,479.0,547.0,590.0,442.0,644.0,596.0,466.74808,491.32742,486.61935,464.65942,449.18094,421.85092
408,547.0,590.0,442.0,644.0,596.0,592.0,446.2846,497.9057,500.4794,467.7748,458.57535,442.62888
409,590.0,442.0,644.0,596.0,592.0,658.0,483.3969,545.167,520.9972,488.36203,488.1422,461.99588
410,442.0,644.0,596.0,592.0,658.0,659.0,531.91016,558.9416,534.15186,511.20856,501.2227,463.93192
411,644.0,596.0,592.0,658.0,659.0,543.0,469.76718,506.61353,500.48373,486.43106,472.66364,420.98212
412,596.0,592.0,658.0,659.0,543.0,682.0,525.4932,548.76917,531.44574,486.1952,458.0114,419.14673
413,592.0,658.0,659.0,543.0,682.0,767.0,533.4539,535.96277,496.49252,439.22272,429.80917,427.01453
414,658.0,659.0,543.0,682.0,767.0,450.0,540.5258,536.2283,493.63467,459.06067,458.92868,451.1103
415,659.0,543.0,682.0,767.0,450.0,449.0,560.3511,552.51215,523.7408,499.74084,494.3136,486.27332
416,543.0,682.0,767.0,450.0,449.0,508.0,569.8528,581.7392,556.6686,531.6002,532.0848,542.09985
417,682.0,767.0,450.0,449.0,508.0,464.0,548.9008,579.40594,557.1997,549.7515,575.12866,561.1879
418,767.0,450.0,449.0,508.0,464.0,736.0,602.2366,627.30396,604.75616,608.45605,610.7292,608.5296
419,450.0,449.0,508.0,464.0,736.0,684.0,650.5328,681.5972,659.82214,635.3531,648.10834,652.5935
420,449.0,508.0,464.0,736.0,684.0,675.0,578.09155,640.4574,612.6944,632.17944,665.92505,641.56976
421,508.0,464.0,736.0,684.0,675.0,467.0,570.9392,618.2484,625.59515,660.132,664.69727,649.7284
422,464.0,736.0,684.0,675.0,467.0,493.0,573.34564,651.22986,663.298,666.0619,674.16656,668.26984
423,736.0,684.0,675.0,467.0,493.0,443.0,589.6364,673.38635,658.3125,670.17285,689.714,654.901
424,684.0,675.0,467.0,493.0,443.0,554.0,703.9261,735.5491,711.7174,712.14075,700.28455,673.6882
425,675.0,467.0,493.0,443.0,554.0,517.0,703.33716,730.31586,710.4807,697.2133,691.30963,662.52814
426,467.0,493.0,443.0,554.0,517.0,447.0,696.2808,722.8644,695.86224,694.6007,685.0892,652.5326
427,493.0,443.0,554.0,517.0,447.0,894.0,629.65063,662.7144,660.048,674.40576,664.26904,647.09644
428,443.0,554.0,517.0,447.0,894.0,789.0,601.135,650.56854,655.1642,662.87384,659.0214,649.1958
429,554.0,517.0,447.0,894.0,789.0,836.0,577.91785,635.6846,639.00995,652.2805,655.829,645.15094
430,517.0,447.0,894.0,789.0,836.0,893.0,611.742,653.796,654.7678,664.0433,667.45374,653.3358
431,447.0,894.0,789.0,836.0,893.0,874.0,604.2447,647.37396,647.1174,656.8736,662.2096,642.3964
432,894.0,789.0,836.0,893.0,874.0,308.0,578.01385,621.65643,632.1769,648.34845,648.64014,626.64386
433,789.0,836.0,893.0,874.0,308.0,407.0,709.9185,730.53253,714.64636,689.48706,669.8581,660.3693
434,836.0,893.0,874.0,308.0,407.0,898.0,732.4943,743.7682,696.95416,676.68866,676.6715,663.98517
435,893.0,874.0,308.0,407.0,898.0,913.0,755.6707,730.6264,691.47656,687.68756,683.99646,656.8515
436,874.0,308.0,407.0,898.0,913.0,959.0,754.5094,731.5363,706.7984,700.6299,680.61395,682.3187
437,308.0,407.0,898.0,913.0,959.0,866.0,747.0062,747.36743,717.4482,697.1053,706.75604,712.6106
438,407.0,898.0,913.0,959.0,866.0,486.0,578.92633,611.07935,615.1579,665.301,697.0935,684.3393
439,898.0,913.0,959.0,866.0,486.0,473.0,536.5081,572.01624,636.59467,685.88214,689.2742,699.04926
440,913.0,959.0,866.0,486.0,473.0,378.0,675.19354,740.614,751.1628,728.4304,736.1066,747.7677
441,959.0,866.0,486.0,473.0,378.0,356.0,785.794,807.69446,749.94867,740.8341,751.29083,739.67694
442,866.0,486.0,473.0,378.0,356.0,296.0,830.73816,783.49615,749.14197,745.9183,741.04816,707.13214
443,486.0,473.0,378.0,356.0,296.0,290.0,776.12024,763.55927,743.7351,736.17633,719.8368,712.10956
444,473.0,378.0,356.0,296.0,290.0,289.0,659.78735,692.8281,700.69147,711.0691,727.98206,711.4248
445,378.0,356.0,296.0,290.0,289.0,331.0,615.43665,664.981,684.44867,725.8159,723.5259,710.74274
446,356.0,296.0,290.0,289.0,331.0,477.0,560.4632,624.0708,671.47076,696.4852,704.6545,703.2109
447,296.0,290.0,289.0,331.0,477.0,873.0,529.8823,614.82587,651.20746,673.1577,686.2133,677.7668
448,290.0,289.0,331.0,477.0,873.0,1034.0,505.67706,572.8039,612.6956,641.70667,645.5046,623.21906
449,289.0,331.0,477.0,873.0,1034.0,998.0,470.7906,538.4596,588.91156,609.98035,596.6736,549.71045
450,331.0,477.0,873.0,1034.0,998.0,577.0,451.31592,523.06165,567.34314,572.0594,537.4061,508.0448
451,477.0,873.0,1034.0,998.0,577.0,946.0,468.0797,527.3486,552.1106,532.0894,508.0978,483.35992
452,873.0,1034.0,998.0,577.0,946.0,343.0,538.28375,575.2596,557.02936,537.69336,515.46265,487.80655
453,1034.0,998.0,577.0,946.0,343.0,524.0,710.1683,689.4711,636.31696,584.74054,559.453,538.4873
454,998.0,577.0,946.0,343.0,524.0,894.0,767.64966,709.9061,623.721,579.5899,557.72217,583.5944
455,577.0,946.0,343.0,524.0,894.0,869.0,749.8269,671.3767,593.3632,575.242,598.9964,609.277
456,946.0,343.0,524.0,894.0,869.0,865.0,604.1281,564.8706,542.7011,612.2558,633.0229,581.167
457,343.0,524.0,894.0,869.0,865.0,310.0,659.9533,642.5352,657.7277,688.37573,629.50446,609.99786
458,524.0,894.0,869.0,865.0,310.0,725.0,516.93774,596.92725,605.65735,618.28455,599.23114,603.3423
459,894.0,869.0,865.0,310.0,725.0,329.0,571.8019,622.25964,592.0036,610.5031,604.1428,609.1622
460,869.0,865.0,310.0,725.0,329.0,253.0,709.4092,678.32825,634.7212,618.7414,615.0866,640.1474
461,865.0,310.0,725.0,329.0,253.0,800.0,709.3897,665.2233,611.72217,591.8766,627.5168,648.07294
462,310.0,725.0,329.0,253.0,800.0,860.0,705.5349,643.9054,611.66455,624.35864,658.25867,646.8584
463,725.0,329.0,253.0,800.0,860.0,293.0,522.44214,519.7532,559.9425,624.839,651.9286,632.7517
464,329.0,253.0,800.0,860.0,293.0,273.0,572.0581,613.9751,653.748,662.19604,672.5394,670.0385
465,253.0,800.0,860.0,293.0,273.0,274.0,501.6482,575.20593,584.47614,627.613,658.6649,643.5276
466,800.0,860.0,293.0,273.0,274.0,819.0,455.7959,492.08017,542.5682,610.01624,627.7625,612.4882
467,860.0,293.0,273.0,274.0,819.0,767.0,621.2837,650.1787,675.7663,663.4284,649.2891,657.1564
468,293.0,273.0,274.0,819.0,767.0,744.0,723.28406,731.3949,685.10205,661.362,653.98615,647.09283
469,273.0,274.0,819.0,767.0,744.0,744.0,579.7793,566.26776,571.1743,615.5031,610.9209,550.9483
470,274.0,819.0,767.0,744.0,744.0,731.0,465.61786,486.18167,554.46313,596.9526,531.6085,480.3058
471,819.0,767.0,744.0,744.0,731.0,706.0,412.29587,496.0922,545.23737,524.0221,458.7391,439.47147
472,767.0,744.0,744.0,731.0,706.0,682.0,626.6681,667.1893,596.18536,514.3913,468.5807,464.30786
473,744.0,744.0,731.0,706.0,682.0,670.0,701.62616,638.24664,522.4362,480.58826,462.59094,437.79178
474,744.0,731.0,706.0,682.0,670.0,639.0,655.57684,550.3897,491.34692,491.31042,457.21295,479.83252
475,731.0,706.0,682.0,670.0,639.0,433.0,603.48785,552.3071,528.8884,513.83435,529.1264,540.4273
476,706.0,682.0,670.0,639.0,433.0,566.0,608.66315,598.06866,539.0138,586.5939,572.7563,537.1992
477,682.0,670.0,639.0,433.0,566.0,180.0,627.36993,587.86444,578.56726,601.0712,565.3291,546.9704
478,670.0,639.0,433.0,566.0,180.0,609.0,598.3097,614.4222,587.97473,580.45264,553.4769,548.5738
479,639.0,433.0,566.0,180.0,609.0,591.0,635.4971,629.2339,561.73474,568.64307,550.8394,575.289
480,433.0,566.0,180.0,609.0,591.0,524.0,631.81494,591.74475,551.43274,572.45667,572.2533,551.39056
481,566.0,180.0,609.0,591.0,524.0,551.0,521.00195,528.66693,521.1437,567.2702,552.3938,549.5539
482,180.0,609.0,591.0,524.0,551.0,544.0,557.08044,558.5571,585.9483,583.49036,566.9967,591.4563
483,609.0,591.0,524.0,551.0,544.0,542.0,415.08105,483.18616,497.68076,529.4805,550.6983,503.94107
484,591.0,524.0,551.0,544.0,542.0,531.0,546.749,556.8585,544.2107,573.7798,501.19907,432.6603
485,524.0,551.0,544.0,542.0,531.0,477.0,571.3214,566.4467,558.4709,514.0341,424.2343,415.52518
486,551.0,544.0,542.0,531.0,477.0,510.0,557.3742,561.4016,486.4798,430.92996,410.00064,390.12195
487,544.0,542.0,531.0,477.0,510.0,492.0,568.83307,499.3866,430.5814,433.6954,387.97446,344.46017
488,542.0,531.0,477.0,510.0,492.0,479.0,500.23447,442.9949,426.03162,412.3653,366.76425,321.33072
489,531.0,477.0,510.0,492.0,479.0,459.0,471.0407,458.8915,423.6066,402.6449,342.07904,317.40964
490,477.0,510.0,492.0,479.0,459.0,439.0,502.0597,476.04657,420.9304,390.32556,341.70978,327.52878
491,510.0,492.0,479.0,459.0,439.0,422.0,476.1862,445.59894,380.65884,374.61343,341.3458,317.2568
492,492.0,479.0,459.0,439.0,422.0,411.0,463.1667,424.7766,370.7276,377.18616,337.9525,322.12372
493,479.0,459.0,439.0,422.0,411.0,382.0,433.0776,404.86414,370.5757,374.5341,333.21457,307.52823
494,459.0,439.0,422.0,411.0,382.0,347.0,426.82956,404.3145,372.18622,372.42465,326.18372,303.30692
495,439.0,422.0,411.0,382.0,347.0,317.0,422.2263,404.89493,371.99963,361.93256,319.63583,284.40555
496,422.0,411.0,382.0,347.0,317.0,308.0,403.41333,388.30862,341.5485,345.50787,288.089,244.31169
497,411.0,382.0,347.0,317.0,308.0,301.0,383.72318,356.14612,322.63632,316.74896,253.44438,218.86505
